label,youtube_id,time_start,time_end,split,is_cc
abseiling,dg5_Bx88dsE,516,526,train,0
abseiling,DGJMOYAqQkA,0,10,train,0
abseiling,dkfFNbkGFAY,45,55,train,0
abseiling,dlo2JVW5Z9g,8,18,train,0
abseiling,DlXHg8TcKAw,0,10,train,0
abseiling,dMBxA3ZtLqY,13,23,train,0
abseiling,dmgYPVqhbXc,237,247,train,0
abseiling,DpAPeQ61Gqo,190,200,train,0
abseiling,dvEr9R6qkuQ,26,36,train,0
abseiling,dVPMgzG03iY,11,21,train,0
abseiling,DVvNGwWTTdo,57,67,train,0
abseiling,dxiQHHuWisA,96,106,train,0
abseiling,DYM59HPH9-s,28,38,train,0
abseiling,e2C6U9vJftk,93,103,train,0
abseiling,E5AsQR4zejI,2,12,train,0
abseiling,eErDZyjrIDc,14,24,train,0
abseiling,eoMia0xjLbI,337,347,train,0
abseiling,ep-AGnCZhPw,53,63,train,0
abseiling,eqOM1w1Zff4,61,71,train,0
abseiling,ESJ7Ie1mKM0,62,72,train,0
abseiling,eTKXXDATOLc,32,42,train,0
abseiling,ETTyuQC9TIA,74,84,train,0
abseiling,ewaRyL8GJUo,11,21,train,0
abseiling,eYol_rlZEsY,0,10,train,0
abseiling,F-Zg30cS_pw,3,13,train,0
abseiling,FAG_lOABfJM,2,12,train,0
abseiling,fAYmWlgAJU4,54,64,train,0
abseiling,FF2UYFB4eDI,79,89,train,0
abseiling,fFyxRK-7rnM,153,163,train,0
abseiling,Fgx_XsxBl90,2,12,train,0
abseiling,FHOszybReO8,0,10,train,0
abseiling,Fp56x7IKPv4,346,356,train,0
abseiling,fQhwWRVutBE,199,209,train,0
abseiling,fv0CvUoK-R4,165,175,train,0
abseiling,fxIfAQKF-5E,27,37,train,0
abseiling,fXyRCY-rmHY,15,25,train,0
abseiling,G5TxM5aTvhU,32,42,train,0
abseiling,G8nE4DlDVwk,394,404,train,0
abseiling,GAuPyjJxoqI,11,21,train,0
abseiling,gkecovLj8Fg,57,67,train,0
abseiling,GSBrpJUGBi8,89,99,train,0
abseiling,GUIbKtdP-wc,170,180,train,0
abseiling,gySIEk3lq1U,74,84,train,0
abseiling,GzF_8pSQq98,392,402,train,0
abseiling,G_Nl_Tt26Nc,34,44,train,0
abseiling,H79HKeLq5Co,122,132,train,0
abseiling,hbU9ysARd3k,2,12,train,0
abseiling,hJyyw6xYhPM,22,32,train,0
abseiling,HrixdLImyuc,313,323,train,0
abseiling,HRqHN5c501g,12,22,train,0
abseiling,hVPVCrMf714,167,177,train,0
abseiling,HYqChyVnmX0,320,330,train,0
abseiling,I1k-vFHsFD0,114,124,train,0
abseiling,I2h-vBBFfak,357,367,train,0
abseiling,i5lA7cQXtPE,10,20,train,0
abseiling,I6tJl7FmZ94,10,20,train,0
abseiling,icli9CZtwyw,20,30,train,0
abseiling,IFrFOmnamHw,42,52,train,0
abseiling,iKqC0kPmJK4,35,45,train,0
abseiling,iK_kNP9YCKc,514,524,train,0
abseiling,IMhQO0Lflsg,27,37,train,0
abseiling,iPto33JQz9Y,131,141,train,0
abseiling,Ixufq51wTos,483,493,train,0
abseiling,iyydmodsurg,67,77,train,0
abseiling,i_GThcrD--M,68,78,train,0
abseiling,J3rmtvEl4yI,57,67,train,0
abseiling,j7lQcGkIIeM,0,10,train,0
abseiling,jAKfPmzKSsc,92,102,train,0
abseiling,JATB9uBHN-g,232,242,train,0
abseiling,JG_UfSLVTb8,79,89,train,0
abseiling,jkxxF8GpsRM,34,44,train,0
abseiling,jOMaBGcMSqU,6,16,train,1
abseiling,jt6F7JFCd1s,0,10,train,0
abseiling,JvtHCSCAu6I,192,202,train,0
abseiling,Jx-5QyTX7kU,45,55,train,0
abseiling,j_vun4P3iVw,2,12,train,0
abseiling,J_y0WYxcDUk,3,13,train,0
abseiling,k6iCnjDDREI,1042,1052,train,0
abseiling,K8uAJzmMIFY,45,55,train,0
abseiling,kdbxvRUe0-0,4,14,train,0
abseiling,KKMIPtbHj24,123,133,train,0
abseiling,KNboZsF9Frg,23,33,train,0
abseiling,Kpq9BIquuo0,32,42,train,0
abseiling,K_Tnt0nVJBY,27,37,train,0
abseiling,L-SlzoxT4r0,11,21,train,0
abseiling,lcUvrGX6qFM,655,665,train,0
abseiling,LFtLaUL762o,33,43,train,0
abseiling,LoODvfyqfFg,64,74,train,0
abseiling,lqciwm6gDrk,659,669,train,0
abseiling,lsZbWb5ic3A,33,43,train,0
abseiling,LwNYFF5IAPM,0,10,train,0
abseiling,Lwti_IVm-Bc,39,49,train,0
abseiling,LwyKxe85UWI,88,98,train,0
abseiling,lXnebafO2cI,2145,2155,train,0
abseiling,LY02AE6XK5I,381,391,train,0
abseiling,M-hBdj62g9Y,48,58,train,0
abseiling,m3sstoH62y4,14,24,train,0
abseiling,M5Eurb5QPpA,85,95,train,0
abseiling,M6yv0dy8lYE,297,307,train,0
abseiling,m8Pm5kmCuqI,64,74,train,0
abseiling,MgEcf3_I_Y4,159,169,train,0
abseiling,MIIbU2xZcUY,32,42,train,0
abseiling,mjsrWa2olhk,35,45,train,0
abseiling,mJtln6FZ9-g,213,223,train,0
abseiling,MnfLsShvImk,304,314,train,0
abseiling,MP-Op52e84g,176,186,train,0
abseiling,mRdyYMPlJ_8,73,83,train,0
abseiling,mupfbIOZRmE,0,10,train,0
abseiling,mUUbYHYK7RM,69,79,train,0
abseiling,MyC1_iI7MHI,7,17,train,0
abseiling,n0hSUmDctC0,125,135,train,0
abseiling,N6i1lBKv6dg,4,14,train,0
abseiling,N7A2LRdxlQM,683,693,train,0
abseiling,nKoqxSJcZn8,71,81,train,0
abseiling,NlLzuNVGl8U,40,50,train,0
abseiling,NmiqKGF24YE,431,441,train,0
abseiling,nNc_9u_1Ck8,14,24,train,0
abseiling,Nnk8AcX4WOU,32,42,train,0
abseiling,OC4UGXf9Qgc,121,131,train,0
abseiling,Ojj1ZuoUW18,68,78,train,0
abseiling,olBJ5AeJd2s,189,199,train,0
abseiling,OOQqkpM5e_M,157,167,train,0
abseiling,opcSPMgP0Zs,394,404,train,0
abseiling,oRkJKkptcAA,134,144,train,0
abseiling,OtuAgLz9SWo,150,160,train,1
abseiling,OVOoSHDVro8,361,371,train,0
abseiling,OWxUxKx1S0U,73,83,train,0
abseiling,oYUaByKM_IU,32,42,train,0
abseiling,P5es7BNz9hA,46,56,train,0
abseiling,p6F0rA7G1qs,517,527,train,0
abseiling,pcIqp66GgU4,37,47,train,0
abseiling,Pd8qpaC18BI,3,13,train,0
abseiling,Pg7tqpKI-jY,445,455,train,0
abseiling,ph_O_zYAtmU,19,29,train,0
abseiling,PMkT19tOvu0,216,226,train,0
abseiling,pQqTqDoGkrA,37,47,train,0
abseiling,pVBtKxqGS7o,15,25,train,0
abseiling,PwhhDhlWV6M,281,291,train,0
abseiling,PXpgY4RY-oM,197,207,train,0
abseiling,p_Kg9tMqbeo,0,10,train,0
abseiling,Q-AiM7fGRjw,36,46,train,0
abseiling,q-oD4LvbIwE,401,411,train,0
abseiling,Q3JmATnfX0Q,174,184,train,0
abseiling,Q43ZZzEc8TM,675,685,train,0
abseiling,QAnzP6oGFWo,36,46,train,0
abseiling,qC8s4y9FG9g,24,34,train,0
abseiling,qESYQ21cVPg,219,229,train,0
abseiling,QM-MfYp1xCc,51,61,train,0
abseiling,qsfWviTsvZM,5,15,train,0
abseiling,qwg6YIaC-68,47,57,train,0
abseiling,QxXJKmCtK4A,60,70,train,0
abseiling,QyEG1bUTCrc,78,88,train,0
abseiling,qzYP_BB-BHg,17,27,train,0
abseiling,r-E5RfA3u38,86,96,train,0
abseiling,r-VxGDXQvLk,649,659,train,0
abseiling,R0-3bOyUhug,344,354,train,0
abseiling,R5LeDyenpDQ,188,198,train,0
abseiling,r7k0wYYDTGo,283,293,train,0
abseiling,RcGClFc1Z7M,4,14,train,0
abseiling,rh5hrzdSHBk,324,334,train,0
abseiling,rinCdVhueDA,0,10,train,0
abseiling,RjZzuSL5Vx4,174,184,train,0
abseiling,rozcbBKPiq0,4,14,train,0
abseiling,rRh-lkFj4Tw,1,11,train,0
abseiling,RV5euwRHgp8,135,145,train,0
abseiling,rysMQ42Brr4,81,91,train,0
abseiling,rztGtTe9cjw,121,131,train,0
abseiling,s-0YitDtuv4,13,23,train,0
abseiling,S2L8AknYPrA,162,172,train,0
abseiling,S6TCX7hiFbA,165,175,train,0
abseiling,SfM7sOQrNtg,78,88,train,0
abseiling,SHbfuKmOo6E,41,51,train,0
abseiling,Sm029JGA5r4,10,20,train,0
abseiling,smxXBHhdmUU,5,15,train,0
abseiling,sN80RbKSei0,14,24,train,0
abseiling,SrEICcoDeko,345,355,train,0
abseiling,sTJA1xALat4,35,45,train,0
abseiling,su4wzxWofoA,79,89,train,0
abseiling,SuZfA3mLI48,28,38,train,0
abseiling,sVShdvSUMI0,427,437,train,0
abseiling,sZhO3--Sjro,35,45,train,0
abseiling,T8FKO64CtuY,1,11,train,0
abseiling,TakqNQeNqpk,228,238,train,0
abseiling,Tc4mPQAhJDs,139,149,train,0
abseiling,tcZ_hFy0T6I,93,103,train,0
abseiling,Tdd9inAW1VY,361,371,train,0
abseiling,TIghbIkW-dQ,106,116,train,0
abseiling,tin1M6-5qI4,14,24,train,0
abseiling,TjDjwzUymq8,338,348,train,0
abseiling,TlYO_5onJf0,192,202,train,0
abseiling,tNsQISQ5s4Y,116,126,train,0
abseiling,tp-1J9mOtQo,213,223,train,0
abseiling,TrE4NBQOw_w,559,569,train,0
abseiling,tXfO7t6FOMQ,565,575,train,0
abseiling,tZ-stwBG2rI,0,10,train,0
abseiling,T_-n9KETUR4,40,50,train,0
abseiling,t_bEd9YymMI,11,21,train,0
abseiling,U8ql5aZKS_c,82,92,train,0
abseiling,u8Y0WHT1gA0,264,274,train,0
abseiling,u8YRKw2HWm8,63,73,train,0
abseiling,Ub5CpB8F5OY,30,40,train,0
abseiling,ucJqshJB5Ic,127,137,train,0
abseiling,UiRKyKcRIUU,0,10,train,0
abseiling,uIwM4hNn3us,69,79,train,0
abseiling,uP09GoMAYjU,340,350,train,0
abseiling,Uq8scLcYh6M,4,14,train,0
abseiling,us_a0MpHgGE,119,129,train,0
abseiling,Uy-lGnYxnyo,49,59,train,0
abseiling,u_8AD-p_A8A,44,54,train,0
abseiling,v4djNGOG5A8,438,448,train,0
abseiling,v6hfBCUQFxc,87,97,train,0
abseiling,v7x6SbAR4rA,145,155,train,0
abseiling,v8ZzGrTkVpY,3,13,train,0
abseiling,VaojFsODqp8,96,106,train,0
abseiling,VciODSTjHs4,18,28,train,0
abseiling,VdIjpDI6b0I,175,185,train,0
abseiling,Vf1y4s8XaBc,106,116,train,0
abseiling,VFzyXlVDc7w,57,67,train,0
abseiling,vgk2jPUtoWM,91,101,train,0
abseiling,vNxsGd0hKgg,157,167,train,0
abseiling,VPoJCV8euCg,1,11,train,0
abseiling,vPxZC50Ajjw,62,72,train,0
abseiling,VRNVK63tAlw,9,19,train,0
abseiling,vRvKZRSTfqc,11,21,train,0
abseiling,VWnSwPoNsHI,159,169,train,0
abseiling,w2TO-iI8prw,77,87,train,0
abseiling,W5GWm_g9X1s,95,105,train,0
abseiling,WCMGKn2WTpg,62,72,train,0
abseiling,wcmSz3Rzw9Y,167,177,train,0
abseiling,wcRuXrduj6Q,96,106,train,0
abseiling,Wg3NYmClD9Q,12,22,train,0
abseiling,WIGiK4kIqCM,301,311,train,0
abseiling,WjtTfhSMVwg,20,30,train,0
abseiling,wL3gh8PxdnM,1373,1383,train,0
abseiling,wpURZuP-DH0,19,29,train,0
abseiling,WpyltT2B6pM,23,33,train,0
abseiling,WQ8bKQ524sQ,195,205,train,0
abseiling,wtHn8oZHwYQ,9,19,train,0
abseiling,wUAXdbysVjI,229,239,train,0
abseiling,Wv69wJJjAcs,12,22,train,0
abseiling,WwPL6OqNqB0,133,143,train,0
abseiling,X-Ir0k_D8J0,2,12,train,0
abseiling,X3hN7bdfiLA,54,64,train,0
abseiling,X98Ov2TECkw,136,146,train,0
abseiling,XA4SuTAGBT0,35,45,train,0
abseiling,XAZtRAEQzcY,151,161,train,0
abseiling,xB8A7QPkGpY,32,42,train,0
abseiling,xCMIABWeJ0g,5,15,train,0
abseiling,xCNQhxJGu2Y,102,112,train,0
abseiling,XDHoXdm01Bo,70,80,train,0
abseiling,XE6TXuGl9z0,159,169,train,0
abseiling,XFNYAAw4i7U,136,146,train,0
abseiling,xo-VFeJmQQc,156,166,train,0
abseiling,xOW_aH_KfiI,496,506,train,0
abseiling,xQG7kqvc9Aw,120,130,train,0
abseiling,XsEw1vd32l8,52,62,train,0
abseiling,xWSSln0LyU0,11,21,train,0
abseiling,xXEG-3fhGgE,113,123,train,1
abseiling,XynRUgFqvfI,23,33,train,0
abseiling,y-sDHIMDLOE,113,123,train,0
abseiling,y3GTBWwEhGI,19,29,train,0
abseiling,yAPoyJ9p8ac,37,47,train,0
abseiling,ycqHpm5rqow,84,94,train,0
abseiling,YCXkFo1nX1Q,37,47,train,0
abseiling,YEgqBGmmPV8,40,50,train,0
abseiling,yl0SRmjmpCU,4,14,train,0
abseiling,YoP_iY7kArQ,54,64,train,0
abseiling,ypIOrJF1ddg,81,91,train,0
abseiling,yQhgB0PGMzg,58,68,train,0
abseiling,Yrr0uOBSxu0,95,105,train,0
abseiling,YTJdurXZYZY,399,409,train,0
abseiling,yU6JaF6naV8,68,78,train,0
abseiling,YuDAzP5Px3c,528,538,train,0
abseiling,yUvdC3HGHxo,45,55,train,0
abseiling,Z-IFmEH6_FE,0,10,train,0
abseiling,z0FEFBPwJsU,35,45,train,0
abseiling,zA_ICqtk_uU,45,55,train,0
abseiling,ZEz6iVgcxgQ,129,139,train,0
abseiling,Zhe3REzQ7a4,100,110,train,0
abseiling,ZNbQsypX0LU,21,31,train,0
abseiling,ztrCldycQZI,49,59,train,0
abseiling,ztuc7tVNUDo,3,13,train,0
abseiling,ztwxS2u2zq0,24,34,train,0
abseiling,zwP5sOfoX2E,715,725,train,0
abseiling,ZxG1co3qXLg,567,577,train,0
abseiling,_UtLXOVn5Jk,83,93,train,0
abseiling,_ZUFJsVpGLY,81,91,train,0
air drumming,-6b9q-zQnPk,20,30,train,0
air drumming,-6_yubx7iSg,1,11,train,0
air drumming,-cfwqyJGnt0,2,12,train,0
air drumming,-dglCzcubsw,246,256,train,0
air drumming,-fTmHyOG-CY,0,10,train,0
air drumming,-LVME0pkaW8,24,34,train,0
air drumming,-ni1UWaBmL0,56,66,train,0
air drumming,-rI2ZqZ5vH0,7,17,train,0
air drumming,-upUws2YqWk,7,17,train,0
air drumming,-VICCY1B1K0,10,20,train,0
air drumming,-VtLx-mcPds,12,22,train,0
air drumming,0-DC05gGzaI,2,12,train,0
air drumming,0ETN_KBzW_c,56,66,train,0
air drumming,0H51IBy3ifA,169,179,train,0
air drumming,0hCz2sv1fnM,5,15,train,0
air drumming,0l9p2qfoI6I,49,59,train,0
air drumming,0PrB6nQjdNE,109,119,train,0
air drumming,0ShUcpOk0F0,40,50,train,0
air drumming,0S_RNaArlCc,2,12,train,0
air drumming,0t4U_zrvbYw,13,23,train,0
air drumming,0XdPnshbyMQ,61,71,train,0
air drumming,10dZYe23HQs,13,23,train,0
air drumming,16ys1Vt8xsU,157,167,train,0
air drumming,1Ac8TTeNdlE,2,12,train,0
air drumming,1FD68B1wffs,22,32,train,0
air drumming,1mSlrvZNBjQ,9,19,train,0
air drumming,1NobReQ1SZY,1,11,train,0
air drumming,1r46pkDeqFY,4,14,train,0
air drumming,284l7lvmkPw,1,11,train,0
air drumming,2ckjAG7haGM,170,180,train,0
air drumming,2Grg_zwmYZE,4,14,train,0
air drumming,2jyyLa9f_2I,0,10,train,0
air drumming,2vwcfWO0bR4,7,17,train,0
air drumming,31WyGtiQv5Y,21,31,train,0
air drumming,34QxJtpbnJE,21,31,train,0
air drumming,3DxoDen7hlU,2,12,train,0
air drumming,3GriCzcJ8VQ,233,243,train,0
air drumming,3N9LxIDyfMk,8,18,train,0
air drumming,3tGh9PBCl2I,3,13,train,0
air drumming,41eLdy8R9n0,28,38,train,0
air drumming,42RLXCIbwuE,0,10,train,0
air drumming,4f1q05ey88s,52,62,train,0
air drumming,4GEqqFdZkCI,17,27,train,0
air drumming,4Lajqf0_ILk,28,38,train,0
air drumming,4nOkPdypcuY,41,51,train,0
air drumming,4vaQo7z7eZA,50,60,train,0
air drumming,5BysuTciPJA,20,30,train,0
air drumming,5J9c8-mG16E,84,94,train,0
air drumming,5KUxFX1HKbI,71,81,train,0
air drumming,5QMYLSXGvz0,20,30,train,0
air drumming,5tF9Rt2uFtw,94,104,train,0
air drumming,5vsvvC3URCI,60,70,train,0
air drumming,5wClNoWS23Y,1,11,train,0
air drumming,5yanGp-HFnA,1,11,train,0
air drumming,6aLsDp6qkg8,230,240,train,0
air drumming,6IjjFHXAB_0,171,181,train,0
air drumming,6MqfdNXB2EY,20,30,train,0
air drumming,6OEnH22SCnk,8,18,train,0
air drumming,76YTeOlkD2Q,7,17,train,0
air drumming,79qJ7wn1_NQ,129,139,train,0
air drumming,7HaYA8vCjZg,2,12,train,0
air drumming,7iOn01jaDRA,5,15,train,0
air drumming,7MQyNor6kOI,92,102,train,0
air drumming,7qcVkvQwOLA,24,34,train,0
air drumming,7w59Rg-hS00,24,34,train,0
air drumming,7W5LUOU7Fd4,167,177,train,0
air drumming,8hHBP1vqpa8,121,131,train,0
air drumming,8jO9DeYLruU,3,13,train,0
air drumming,8jOWIl3hvXo,13,23,train,0
air drumming,8nBDuRljU_I,1,11,train,0
air drumming,8nvi5M2MmYo,37,47,train,0
air drumming,8RqNei3MH98,55,65,train,0
air drumming,8vtq5VcMkNo,8,18,train,0
air drumming,9NCawMNxLJI,9,19,train,0
air drumming,9oOm0iTXxH0,3,13,train,0
air drumming,9sUojN6aqaU,106,116,train,0
air drumming,9xphhIfA9pU,3,13,train,0
air drumming,9yioCBUfvN0,6,16,train,0
air drumming,a2R_nJfkm_0,245,255,train,0
air drumming,a4hVwnD3mok,7,17,train,0
air drumming,A4yvEpvHwQM,2,12,train,0
air drumming,A6UmfxVRZUo,110,120,train,0
air drumming,aCmqOUXPLwU,34,44,train,0
air drumming,AcWp3aEETto,11,21,train,0
air drumming,Age2N5lEi7Y,5,15,train,0
air drumming,AISjAEP_FQs,94,104,train,0
air drumming,AiwATFeNxdA,4,14,train,0
air drumming,aq8ZkVaHS7A,4,14,train,0
air drumming,aT5RM74QYdg,105,115,train,0
air drumming,avzhX7NVJ1U,237,247,train,0
air drumming,axkN89Z_fJ8,29,39,train,0
air drumming,Ayd0bTjbM0U,2,12,train,0
air drumming,B1aBSDMbBwA,0,10,train,0
air drumming,B3CSOo3KMks,35,45,train,0
air drumming,bmYFVRsCdTc,200,210,train,0
air drumming,BO9D1sBoDMQ,41,51,train,0
air drumming,BojBNeRjpfs,0,10,train,0
air drumming,bQ1PWcp960I,0,10,train,0
air drumming,byw51Crt6r8,255,265,train,0
air drumming,bz7wRseQvAU,0,10,train,0
air drumming,c-UzvrFV6EA,46,56,train,0
air drumming,C51iYZ8Kjrc,17,27,train,0
air drumming,C6e6OlJz5jc,1,11,train,0
air drumming,CA3BYA282IE,8,18,train,0
air drumming,cA9MzTBPLOs,53,63,train,0
air drumming,cBNpMgb68uQ,28,38,train,0
air drumming,ci20WJBhUZg,76,86,train,0
air drumming,CKBmq7o4x_k,164,174,train,0
air drumming,clCFivUCQSo,3,13,train,0
air drumming,CpJ04-P-zLs,181,191,train,0
air drumming,cpKzMgJjnYk,2,12,train,0
air drumming,csvPTGYwa7w,13,23,train,0
air drumming,CtKy2Z-2eyo,96,106,train,0
air drumming,CwBAI4FU5Rc,40,50,train,0
air drumming,cXY4ENE36Jo,209,219,train,0
air drumming,CY2XYLAvB_0,1,11,train,0
air drumming,cZjrMHCPKjA,1,11,train,0
air drumming,D-fJVr2n6Ck,28,38,train,0
air drumming,d5DMTdUAato,144,154,train,0
air drumming,D6DzfHBXULQ,99,109,train,0
air drumming,dAHI46MZA6w,204,214,train,0
air drumming,daZAOgr-M1A,89,99,train,0
air drumming,dDZA5Y4Jz1E,27,37,train,0
air drumming,DNXNsDRCLtE,103,113,train,0
air drumming,dqzpm4Twgm0,35,45,train,0
air drumming,DsowZ2XVmv0,38,48,train,0
air drumming,dTMl5KJ_j2I,140,150,train,0
air drumming,DV-Yk2IfVk0,11,21,train,0
air drumming,d_WeH5igrW4,79,89,train,0
air drumming,e9uPKQL5vnk,107,117,train,0
air drumming,Ed1lm-HVqhw,46,56,train,0
air drumming,EfZYl3s26cM,47,57,train,0
air drumming,eGtG9peuyOw,41,51,train,0
air drumming,eHpV2Hn83qs,187,197,train,0
air drumming,eI0Sf94ZMoI,44,54,train,0
air drumming,ENwpt7DozQY,0,10,train,0
air drumming,ETZYds_uExg,14,24,train,0
air drumming,eVAN_qcQKtw,198,208,train,0
air drumming,EXfmMaKPSR0,86,96,train,0
air drumming,EXujTvq_798,40,50,train,0
air drumming,eZ4JRWEhq5w,3,13,train,0
air drumming,ezFZQRiwHhI,19,29,train,0
air drumming,E_ks5UMrsU8,20,30,train,0
air drumming,f0tLe6IauDo,55,65,train,0
air drumming,F7f7tjRXeNU,0,10,train,0
air drumming,fA1sgQPfERo,28,38,train,0
air drumming,fAdnonyouIo,9,19,train,0
air drumming,FbHQSfL1MWY,9,19,train,0
air drumming,Fc4VkZEA2wQ,10,20,train,0
air drumming,Fekzzm7ur-0,37,47,train,0
air drumming,fjlp03eF7_w,8,18,train,0
air drumming,flcMroq0mMw,24,34,train,0
air drumming,fmlhv8DsZRE,15,25,train,0
air drumming,FOUFWP0Q-NA,5,15,train,0
air drumming,fPE6aHTIAWQ,48,58,train,0
air drumming,fSY561mmvqo,0,10,train,0
air drumming,fUenjachLfs,4,14,train,0
air drumming,fzVhIrMnY-E,322,332,train,0
air drumming,G06jijRHYfU,116,126,train,0
air drumming,G4ZigXYq3mo,2,12,train,0
air drumming,g6Q87yiQKCM,1,11,train,0
air drumming,G9HMn0p7S0A,2,12,train,0
air drumming,Gc61XcmNmFg,8,18,train,0
air drumming,gfFVqo-R31Q,13,23,train,0
